,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Stacie,53-004729,2016-08-26T00:00:00.000Z,5,I enjoy all of the features,I thoroughly enjoy reading on this. That is the main reason I bought it and it fits nicely in my purse.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,pewterz,53-004729,2016-06-25T00:00:00.000Z,5,great tablet for the price,great tablet for web access and works well gaming no reason to spend more unless you need a larger screen,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Pugga,53-004729,2017-02-16T00:00:00.000Z,4,Appears good but should come with instruction book,"I am a senior citizen who is not that great on computers or tablets, therefore, I need a book to help me understand how to do things on the tablet. I could not believe that this tablet did not come with an instruction booklet. It's taking me some time but I am learning how to get around this thing. That's why I can only give this product 4 stars instead of 5.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Crawale,53-004755,2016-12-03T00:00:00.000Z,5,Great gift for kids,I bought this for my grandson who loves it. Easy to understand and lots of great apps to download. Forget the iPad - buy this instead and get the same functionality for way less money,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Bean,53-004755,2016-12-30T00:00:00.000Z,5,Awesome,Great tablet for kids very entertaining and informative for kids learning,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Gigi,53-004755,2017-01-06T00:00:00.000Z,5,This is a great next step tablet for kids.,"My grandson needed a new tablet. He had a Nabi for the last two years and had reached it's limit regarding storage. I found this tablet and decided I was the perfect choice because of the great price, memory, and it comes with a ""kid proof"" case.",TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Cubfan,53-004447,2017-02-03T00:00:00.000Z,5,LOVE MY KINDLE,"OK, I was so unsure of this Kindle because it does not have all of the bells and whistles of the others. BUT I am very happy with it. I love my Kindle! I have managed to read a book a week on it sicnce I got if for Christmas. I have been reading the free books on Kindle. There are so many to pick from. While home, I download the books that I want to read and then while I am in the car or waiting at the DMV, I just pull of the book and read. It remembers where I am in the book. This Kindle does not have the back light. I was nervous about that but so far this has not been a problem because the light it has is fine for me. When I am reading in the car, I enlarge the font and it makes seeing the words easier for me. That is the most important factor for me because I can get car sick if I read while riding in the car but with the larger font I don't have that problem. I wear glasses with bifocals and holding this seems to be more comfortable than a book because I can hold it up if I need to. The size is perfect! Again, I can enlarge the font so the smaller screen size really has nothing to do with the readability. Love it!!",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Jc2221,53-004755,2017-01-07T00:00:00.000Z,5,kids love it,"It is great if you are a prime member , case is durable!",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Jason,53-004683,2016-12-22T00:00:00.000Z,4,Great for kids!,I have two kids and they both love it. Its also nice because it is already setup for them.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,sdecaf,53-004729,2016-06-05T00:00:00.000Z,4,Works great,"It does what I need it to do, but a few to many apps that are not needed.",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,TTex,53-004729,2016-08-12T00:00:00.000Z,4,my grandson loves it,I have a Kindle and my grandson uses it when he comes to visit. We decided to get him one.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Diana,53-004755,2016-09-06T00:00:00.000Z,4,good learning tool,"Not very user friendly, in addition the camera exposure is not sharp enough. However a great tablet for a child to play with.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Mechnugget,53-004755,2017-01-13T00:00:00.000Z,5,Kids love these,"My children think these are the greatest. I'm kind of partial to agree. You can limit their time, access and the things are built like a tank.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Stacy,53-004755,2017-01-06T00:00:00.000Z,3,Great for kids,Son loves it........................................,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,MeeMee,53-004755,2016-09-18T00:00:00.000Z,5,Grandson Loves it!!!!,"Grandson plays outside with it Love that it has the protected case Plays games with the other kids,",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Pootiewoot,53-004729,2017-03-27T00:00:00.000Z,4,Great storage,Very durable for a child. Offers more than one user so everyone can read their favorite books.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Artstar,53-004755,2017-03-03T00:00:00.000Z,5,Love this tablet,The kindle fire is great especially the kid version. The free time app keeps the kids out of my files and prevents them from messing with tablet settings.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,hennessy,53-004755,2017-05-06T00:00:00.000Z,5,Great tablet,Goog tablet the only bad part is that you have to be creating a profile and thats where it gets complicated because when they sell u the tablet they saw its for kids,TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,LoveToShop,53-004764,2017-03-16T00:00:00.000Z,5,Love My Kindle,"This is my 3rd Kindle upgrade. I love everything about it. The ebooks read to me at night, the games and the movies show extremely well...feels as though I am right there. My kids have ipads...but I'm stuck on my Kindle.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Maria,53-004755,2017-01-30T00:00:00.000Z,5,Great tablet for young Children,"I purchased this tablet for my 10 year old son and he loves it. Great for movies, games and reading books online. Definetly would recommend it as a starter tablet for young children. The hard protective cover is a plus.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,PattiK,53-004755,2016-11-16T00:00:00.000Z,5,Great for toddlers,"Perfect..grandson, age 16 months, just loves it! No worries if dropped.",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,pblee54,53-004683,2017-06-02T00:00:00.000Z,2,so so,"After owning the kids Samsung, this seems confusing to navigate. Also they have returned to using the Samaumg",FALSE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Bevykay,53-004755,2017-03-27T00:00:00.000Z,4,Well constructed,"This is well constructed for kids. My biggest reason I don't like it is it asks for a credit card, for a kids tablet. I suggest you buy a prepaid credit card or a Amazon gift card for game purchases!",TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,johnjohn,53-004447,2017-01-08T00:00:00.000Z,5,great update,"I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.",TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Christy,53-004447,2018-02-17T00:00:00.000Z,5,Great Product,Such a great product. I like that it is very small and fit in my purse. I like that the battery last for a very long time.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Mags,53-004755,2016-12-14T00:00:00.000Z,5,Best Buy for Christmas,Great price - great shipping - great item! Perfect Christmas gift for our granddaughter!,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Kimyata,53-004729,2017-02-17T00:00:00.000Z,4,Great buy,I bought this for my mom on her birthday. She loves it. It big enough and easy for her to navigate.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,X0rachel89,53-004755,2017-03-06T00:00:00.000Z,4,Awesome!,This tablet was an upgrade from the Nabi Jr for my 4 year old and she really enjoys it. There are so many apps/books/videos and it entertains her much more. The only thing i would recommend is getting an additional storage product since there isnt much internally.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Foxie,53-004755,2017-03-25T00:00:00.000Z,5,Great product and service,Great product and great service from bestbuy online,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,rocknrolljessie,53-004755,2017-04-01T00:00:00.000Z,5,Liked it so much I bought two!,"Initially we purchased the Kids Kindle Fire for our 3 year old. The parental controls and time limitations are super easy to set up. We have a Samsung Galaxy tablet that our 9 year old son uses, but we ended up getting a second Fire for him because it seemed very kid-friendly and I didn't have to worry about any inappropriate content popping up. Lots of good educational apps and games.",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Essie,53-004729,2017-03-15T00:00:00.000Z,5,Good for reading and simple homework.,"Bought this with the intention of reading more, it serves it's purpose! I will be purchasing another one soon for my nephew, for his books and learning games.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,DonnaB,53-004755,2016-12-19T00:00:00.000Z,5,Great little tablet,"This was purchased for my older grandson, age 6, for Christmas and as I stated in another review it has had games downloaded on it and will be ready to use when it is opened by him.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Petie,53-004755,2016-09-21T00:00:00.000Z,5,Love protective case!,This item is perfect for children and great for parents. It provides a sense of security that it will not be damaged the first week a child uses it.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,nebrando,53-004755,2017-05-30T00:00:00.000Z,3,Great for the kids... no Google Play Store,"These are great tablets for the kids and the price is wonderful with the warranty and the soft, yet bulky (a good thing in this instance) case. The only thing I wish, was that it could access the Google Play Store so my kids could watch the movies we have in our Google Play Movies account.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Ralph,53-004755,2017-01-06T00:00:00.000Z,3,Great bumper,The tablet is for my son who is 2. That being said I noticed blotches on the screen. Never returned it due to it not making a difference to my son. I will have to upgrade him in question few years anyway. The bumper is amazing.,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,JQisntadumbass,53-004447,2018-01-06T00:00:00.000Z,4,unbeatable price,i bought this as a backup. I am currently using the same headphone.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Mommyof4,53-004683,2017-01-31T00:00:00.000Z,4,Perfect for Little Techies!,"My 2 1/2 year old loves this. He can't break it with the thick rubber case, and we can control the games he plays, and how long he plays. Great mix of educational and fun items. The only problem is the charging cord is a bit too easy to break. If they pull it off the charger, it makes the port loose and you have to get the right angle for it to charge.",TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Dani,53-004447,2016-09-25T00:00:00.000Z,5,Great product,Easy to navigate. Daughter loves it. It's lightweigh and its just what she needed for this avid reader.,TRUE
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,Romanv011,53-004763,2016-12-14T00:00:00.000Z,5,Bought as a Gift,Looks pretty solid will update review as soon as gift is opened .,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,MDeezyH2,53-004447,2017-02-24T00:00:00.000Z,5,Perfect,My first Kindle and I love it. No backlight and perfect view in the sun are awesome.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Becky,53-004755,2017-01-09T00:00:00.000Z,5,Great Tablet,"Bought this for my 4 yr. old for Christmas, she loves it and is very easy to use. The battery lasts a long time",TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Cidsue,53-004764,2016-12-31T00:00:00.000Z,4,Love a kindle,"A little more complicated than my original kindle, but I lIke it.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Lolalilly,53-004755,2017-05-03T00:00:00.000Z,4,Nice for the kids in the car,Once the games are downloaded it was great for long road trips.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Susie,53-004683,2017-05-05T00:00:00.000Z,5,Great system for my 2 year-old grandchild.,Plan to buy a second a second Amazon Kindle for a hi e year old.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,katte,53-004755,2017-01-02T00:00:00.000Z,5,my special needs daughter loves it,My older kids helped me put in the child safety features and then it works great for my special needs daughter,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,susanl825,53-004729,2016-11-26T00:00:00.000Z,5,really nice,works well worth the price good quality product have not had a problem,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Firekindle,53-004729,2017-04-14T00:00:00.000Z,1,Kindle is overrated,"Too proprietary, the apps my daughter liked I could not install on it for her so basically it was worthless for me and I returned it.",FALSE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Sunlover,53-004729,2016-08-26T00:00:00.000Z,5,Works great,"Perfect for reading but also has many other functions. Downloaded my favorite games & travel apps. Set up easy. So far, works great.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,vbruss,53-004755,2016-09-30T00:00:00.000Z,5,Good Price great tablet,Needed a tough little tablet for my grandson. Had it a couple of months and has held up very well.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Czach,53-004755,2017-06-02T00:00:00.000Z,4,He likes it...,He loves it. Helps him learn and teaches him how to count,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Chuy,53-004729,2016-06-22T00:00:00.000Z,5,Love it,The kinde was really good and my dauther like it. It is very good product and i would reccomend this to al my firends and family.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Ballerina,53-004729,2017-01-18T00:00:00.000Z,5,Great Tablet,It is a great tablet believe it or not it is also great for kids use parental controls.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,soren,53-004729,2016-09-19T00:00:00.000Z,4,My K FIre,"I love everything about it, except the glare. Great product though, easy to use, great movie quality as well. I just wish I could read it on the beach.",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Darkanqei,53-004729,2016-08-17T00:00:00.000Z,1,Confused,The protector was not made for the Fire 7 as it was to large and had no directions that were coherent. Worse purchase from Best Buy ever.,FALSE
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,Steven,53-004763,2016-12-14T00:00:00.000Z,5,"Great, simple, and resonably priced tablet.",Good tablet. Gave as gift and person enjoys it. Recommend,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,TAii,53-004755,2017-04-17T00:00:00.000Z,5,Great tablet for my 3 year old daughter,My daughter like her tablet it's so simple to use.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Eye1ulost,53-004755,2016-12-30T00:00:00.000Z,5,Kids love it,Great tablet for ages 8 and under my kids love them,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,kcladyz,53-004447,2018-01-13T00:00:00.000Z,2,ughhh ok,it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,FALSE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Josie,53-004755,2017-01-16T00:00:00.000Z,5,Great tablet for kids,My 3yr old grand daughter loves her new tablet! Now she can watch Mickey Clubhouse whenever she wants.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,AmyLeigh,53-004729,2017-02-13T00:00:00.000Z,1,Stay away,Worst product ever. Constantly screwing up and filled with ads you have to pay to remove. Best Buy refused to help when I wanted to return it,FALSE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,LadyNixie,53-004729,2016-08-27T00:00:00.000Z,4,Love the response time,"I was worried that it would have lag, but it didn't. I got this to replace my Kindle paperwhite (Which I still LOVE), because I wanted to be able to listen to the audio on the books as well. IT's a great little tablet that does so much of what I wanted it to do. The stand by time and play time are better than I thought they would be as well. I LOVE the blue light filter, although that takes time to get used to it if your not already accustomed to that sort of thing. The only other thing I really don't care for is the fact you can not easily add Google play store.",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,1234,53-004729,2016-05-13T00:00:00.000Z,5,Easy Setup,Using for Pandora in an office setting. Set up with older system and speaker system - works great.,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Amazon,53-004447,2016-12-02T00:00:00.000Z,5,Great e reader,"Used it and looks very paper like. They integrated the simplest form of an e reader, which makes it stand out for its use.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,CeeCee,53-004755,2016-12-18T00:00:00.000Z,5,good,It was a gift and she really loved it. It was an in-store service clerk that educated me on this product..,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Colleen,53-004755,2017-04-09T00:00:00.000Z,5,Great tablet for my grandson,"This is a great tablet for my 3 year old grandson. The cover is great in that, if he drops it, it won't break! Great buy",TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,EllyP,53-004764,2016-12-08T00:00:00.000Z,5,Love my Fire,"Excellent value, lets me lug all my favorite books around and read whenever. Wouldn't be without it.",TRUE
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,Eric,53-004763,2016-12-24T00:00:00.000Z,4,Great price point,You can't beat the price. Great deal for what you're paying.,TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Susan,53-004764,2016-12-09T00:00:00.000Z,4,Easy to use,Does a lot more than old tablet.It Hasmore memory.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Susana,53-004683,2017-02-03T00:00:00.000Z,5,Great tablet for kids.,I bought it for my 2 year old and he loves it. It's easy to use and the perfect size for his hands.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Ledge,53-004755,2017-01-26T00:00:00.000Z,4,Well priced tablet for kids,The tablet works well and the silicon pumper cover is great for gripping.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,jjljrsc,53-004755,2017-04-15T00:00:00.000Z,5,Simple to use,A gift to my 2 year old granddaughter. It came preloaded with child programs. She quickly learned how to access the programs. Parents now have their iPad back...very well protected for tosses and drops,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,RandyWatson,53-004683,2017-05-03T00:00:00.000Z,5,My Kid Loves it,My kid loves it. It's really convenient for us to put educational games on it for him.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Jessica,53-004729,2017-06-10T00:00:00.000Z,5,Great tablet for kids,My daughter loves her new tablet. Plenty of games and videos to watch,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,DJof4,53-004755,2017-02-13T00:00:00.000Z,3,great beginners kids tablet,"The tablet is pretty good, I would give it 5 stars if you are able to download an use apps from the Google store, that is one of my only big complaint. And also how fast the SD card got filled with items from Amazon OS that's on the tablet without the user knowing. On the other hand, With four kids using tablets as reward time it helps the kids free time is awesome it useful",FALSE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,mikepapp13,53-004683,2016-09-16T00:00:00.000Z,5,Awesome tablet for young children,"I bought this tablet for my 4 year old grand daughter and she loves it.We set the parental controls for her age group, and now we don't have to worry about what she is doing on it. We downloaded her favorite disney movies onto it, and now she has her own little private movie theater. It also works great with our Amazon Fire TV and can watch a lot of her favorite kid shows. This is a great buy for the money and I recommend it to everyone.",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,char4,53-004683,2017-01-06T00:00:00.000Z,5,A great table for kids,My son is 4 and he loves it. Super easy to use for kids.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Stainlessblack,53-004729,2017-02-18T00:00:00.000Z,5,Worth the money. Very fun for the kids,My daughter bought this with her birthday money. She loves it and is always playing it.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Dave,53-004755,2017-01-25T00:00:00.000Z,5,Great Product,My 4 year old grandson enjoys 'playing' with his tablet.. I say playing because he thinks most of the programs on it are games that he can play. At some point he will probably realize that while enjoying the games he is also learning. He enjoys it - a lot!,TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Alisha,53-004764,2017-03-15T00:00:00.000Z,5,Love it!!!,I talk myself into the 32g and I am so glad I did!!! I have used only kindles for the past 5 years and I love them.... I love the color as well!!!,TRUE
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,patn,53-004763,2016-12-24T00:00:00.000Z,5,Very nice tablett,I purchased 2 of these FIre HD tablets as gifts. They pack a lot of punch for the price. I helped set them up so I was able to get an idea of how they are going to work. The screen was very nice and clear. Speed of tablet was good. It is easy to use. If you are already in the Amazon family through prime it is a no-brainer.I don't believe you can get a better tablet at this price point.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Suppy1020,53-004729,2017-01-23T00:00:00.000Z,4,Fire 7 Tablet,It is very simple to start up and use. Great for all ages and experience on using tablets.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Tweekem,53-004755,2017-01-23T00:00:00.000Z,4,Pretty good piece of equipment for the kiddos,"My stepkids are pretty rough on their toys and these have lasted pretty darn well so far. Easy to update and add games, apps and school related material. Go for it if you are looking for a pretty darn decent tablet for the lil ones",TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Walt,53-004729,2016-07-29T00:00:00.000Z,5,Hells Yeah!!!,So I was given a HD for Christmas and when this went on sale in time for Father's Day I had to get it... Love that it has the expansion slot!!!,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Mbryan,53-004729,2017-05-17T00:00:00.000Z,4,Excellent for children,Bought this for all four of my children and they loved it.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Justme,53-004755,2016-08-29T00:00:00.000Z,4,Love it for my granddaughter!,"Easy to hold, access to some free games - just be careful if you have 1-click payment option. My 3 year old charged $16 to my account in 3 days. Good news - I received emails about the purchases and was able to get help in stopping the process from happening too often. She loves the ""FIRE""",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Courtney,53-004755,2017-05-30T00:00:00.000Z,4,My 3 year old loves it!,I purchased this tablet for my 3 year old and he loves it! Very easy to use and setup.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Goodgame,53-004755,2016-10-31T00:00:00.000Z,4,Easy to use,Kids love it. Easy for them to use. Only issue is there is a ton of Ads that pop up.,TRUE
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Priyesh3d3,53-004447,2017-01-23T00:00:00.000Z,5,Nice Product of Kindle begineers,"Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.",TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Nola,53-004683,2017-04-22T00:00:00.000Z,3,"Does what it says, missing one key feature",There is nothing spectacular about this item but also nothing majorly wrong with it. The biggest flaw is that this is geared to kids and there is no way that I have found searching settings or online to lock the touch screen so that a video keeps playing if the child hits the screen. This means lots of times helping get back into the movie or show rather than just relaxing like an iPad can do with guided access activated.,FALSE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Renessa14,53-004729,2017-05-18T00:00:00.000Z,5,Amazon Fire,I bought this for my daughter for Christmas. I could set her as a user and make it safe for her age. I downloaded books and apps with ease. I'm glad that she is loving her Fire.,TRUE
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Ninja,53-004683,2017-05-17T00:00:00.000Z,5,Great for kids,Bought for my eight year old. She absolutely loves it!,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,danyturco,53-004729,2016-10-28T00:00:00.000Z,5,Excellent tablet forever,I can use my tablet all time and your conecctions is very good,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Shoosh76,53-004729,2017-06-16T00:00:00.000Z,5,Great tablet for my son,My son loves his kindle fire tablet. It is perfect,TRUE
AVqkIh9HQMlgsOJE6fu_,AVqkIh9HQMlgsOJE6fu_,Poppy,53-004764,2017-01-07T00:00:00.000Z,5,Easy to use and perfect for kids,"My daughter absolutely loves her new fire, lots of space, easy to set up and lots of apps",TRUE
AVqkIhkhv8e3D1O-lebZ,AVqkIhkhv8e3D1O-lebZ,Kilo,53-004763,2016-12-24T00:00:00.000Z,5,Awesome product,Very user friendly and straight forward instructions great for all ages,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Dwight,53-004729,2017-01-18T00:00:00.000Z,4,Good tablet for price,Tablet good for kids and some adults. Price and screen resolution were also a selling point.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,fire,53-004755,2016-12-14T00:00:00.000Z,4,Switched from Samsung Galaxy Tablet to Fire,Great Tablet for children...comes pre-loaded with lots of applications for loads of entertainment for younger children. It also comes with a 2 year warranty at time of purchase.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Dani,53-004755,2016-12-23T00:00:00.000Z,5,Perfect for young kids,My kids love their kindles and love free time in it. Numerous educational games!,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Wawa,53-004755,2017-05-26T00:00:00.000Z,5,Great tablet for a 3 year old.,Bought this for my grandson and am very pleased with the quality. The case protects it well.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,mugbug,53-004729,2016-07-11T00:00:00.000Z,5,great product,"We bought this for our daughter, she plays with it a lot and really loves it.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Htownes32,53-004755,2017-01-06T00:00:00.000Z,5,Great tablet for kids,Easy to use for a 5 year old. She loves it. I just don't like that my amazon account is linked to her tablet.,TRUE
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Momofthree,53-004729,2017-01-16T00:00:00.000Z,4,Nice product for the price,"We are used to iPads in our house. This has taken some learning to get used to a slightly different format, but it works great!! The price point is perfect for kids to use without the worry.",TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,4MySis,53-004755,2017-04-09T00:00:00.000Z,5,Good Product,Purchased this for my Down Syndrome sister who enjoy playing games on it.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Dolphinfan,53-004755,2017-02-08T00:00:00.000Z,5,Kid friendly,Very rugged design. My nieces absolutely love this.,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,gmo515151,53-004755,2017-03-02T00:00:00.000Z,5,great tablet,Great tablet for the kids and adults great features like the rubber case and free features for kids,TRUE
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Kashtown,53-004755,2017-01-23T00:00:00.000Z,4,Wonderful for my granddaughter,"My granddaughter loves this system. It is easy for her to hold, and she loves to play games on it.",TRUE
